Set,Run,Generations,Execution Time (s),Population Size,Success,Crossover,Fitness Function
47,8,19,0.000498,18,1,UX,Counting Ones
47,9,20,0.000544,18,1,UX,Counting Ones
47,10,18,0.000489,18,1,UX,Counting Ones
48,1,20,0.000541,20,1,UX,Counting Ones
48,2,17,0.000345,20,1,UX,Counting Ones
48,3,19,0.000371,20,1,UX,Counting Ones
48,4,18,0.000356,20,1,UX,Counting Ones
48,5,19,0.000313,20,1,UX,Counting Ones
48,6,20,0.000173,20,1,UX,Counting Ones
48,7,19,0.000174,20,1,UX,Counting Ones
48,8,19,0.000181,20,1,UX,Counting Ones
48,9,23,0.000192,20,1,UX,Counting Ones
48,10,17,0.000143,20,1,UX,Counting Ones
49,1,19,0.000703,20,1,UX,Counting Ones
49,2,16,0.000542,20,1,UX,Counting Ones
49,3,21,0.000572,20,1,UX,Counting Ones
49,4,18,0.000433,20,1,UX,Counting Ones
49,5,19,0.000453,20,1,UX,Counting Ones
49,6,19,0.000429,20,1,UX,Counting Ones
49,7,17,0.000340,20,1,UX,Counting Ones
49,8,18,0.000370,20,1,UX,Counting Ones
49,9,20,0.000427,20,1,UX,Counting Ones
49,10,15,0.000311,20,1,UX,Counting Ones
50,1,16,0.000735,20,1,UX,Counting Ones
50,2,17,0.000540,20,1,UX,Counting Ones
50,3,20,0.000604,20,1,UX,Counting Ones
50,4,17,0.000502,20,1,UX,Counting Ones
50,5,19,0.000453,20,1,UX,Counting Ones
50,6,19,0.000500,20,1,UX,Counting Ones
50,7,18,0.000454,20,1,UX,Counting Ones
50,8,20,0.000515,20,1,UX,Counting Ones
50,9,19,0.000480,20,1,UX,Counting Ones
50,10,38,0.000676,20,0,UX,Counting Ones
51,1,41,0.000671,10,0,2X,Non-Deceptive Non-TL Trap
51,2,42,0.000557,10,0,2X,Non-Deceptive Non-TL Trap
51,3,38,0.000445,10,0,2X,Non-Deceptive Non-TL Trap
51,4,44,0.000478,10,0,2X,Non-Deceptive Non-TL Trap
51,5,45,0.000595,10,0,2X,Non-Deceptive Non-TL Trap
51,6,40,0.000579,10,0,2X,Non-Deceptive Non-TL Trap
51,7,31,0.000443,10,0,2X,Non-Deceptive Non-TL Trap
51,8,30,0.000338,10,0,2X,Non-Deceptive Non-TL Trap
51,9,36,0.000397,10,0,2X,Non-Deceptive Non-TL Trap
51,10,28,0.000329,10,0,2X,Non-Deceptive Non-TL Trap
52,1,70,0.065541,1280,0,2X,Non-Deceptive Non-TL Trap
52,2,81,0.044385,1280,0,2X,Non-Deceptive Non-TL Trap
52,3,88,0.044004,1280,0,2X,Non-Deceptive Non-TL Trap
52,4,64,0.032676,1280,0,2X,Non-Deceptive Non-TL Trap
52,5,38,0.023028,1280,1,2X,Non-Deceptive Non-TL Trap
52,6,75,0.040259,1280,0,2X,Non-Deceptive Non-TL Trap
52,7,66,0.032928,1280,0,2X,Non-Deceptive Non-TL Trap
52,8,31,0.018222,1280,1,2X,Non-Deceptive Non-TL Trap
52,9,62,0.030759,1280,0,2X,Non-Deceptive Non-TL Trap
52,10,64,0.032335,1280,0,2X,Non-Deceptive Non-TL Trap
53,1,83,0.104211,2560,0,2X,Non-Deceptive Non-TL Trap
53,2,72,0.072018,2560,0,2X,Non-Deceptive Non-TL Trap
53,3,36,0.042345,2560,1,2X,Non-Deceptive Non-TL Trap
53,4,100,0.103009,2560,0,2X,Non-Deceptive Non-TL Trap
53,5,69,0.071034,2560,0,2X,Non-Deceptive Non-TL Trap
53,6,31,0.035832,2560,1,2X,Non-Deceptive Non-TL Trap
53,7,36,0.042494,2560,1,2X,Non-Deceptive Non-TL Trap
53,8,80,0.080837,2560,0,2X,Non-Deceptive Non-TL Trap
53,9,29,0.033100,2560,1,2X,Non-Deceptive Non-TL Trap
53,10,32,0.037144,2560,1,2X,Non-Deceptive Non-TL Trap
54,1,76,0.169000,5120,0,2X,Non-Deceptive Non-TL Trap
54,2,79,0.163533,5120,0,2X,Non-Deceptive Non-TL Trap
54,3,27,0.062542,5120,1,2X,Non-Deceptive Non-TL Trap
54,4,32,0.079002,5120,1,2X,Non-Deceptive Non-TL Trap
54,5,84,0.171323,5120,0,2X,Non-Deceptive Non-TL Trap
54,6,29,0.067303,5120,1,2X,Non-Deceptive Non-TL Trap
54,7,29,0.067147,5120,1,2X,Non-Deceptive Non-TL Trap
54,8,77,0.154837,5120,0,2X,Non-Deceptive Non-TL Trap
54,9,34,0.078482,5120,1,2X,Non-Deceptive Non-TL Trap
54,10,75,0.151353,5120,0,2X,Non-Deceptive Non-TL Trap
55,1,39,0.199359,10240,1,2X,Non-Deceptive Non-TL Trap
55,2,38,0.183159,10240,1,2X,Non-Deceptive Non-TL Trap
55,3,79,0.333241,10240,0,2X,Non-Deceptive Non-TL Trap
55,4,35,0.163932,10240,1,2X,Non-Deceptive Non-TL Trap
55,5,30,0.146929,10240,1,2X,Non-Deceptive Non-TL Trap
55,6,34,0.159496,10240,1,2X,Non-Deceptive Non-TL Trap
55,7,26,0.123448,10240,1,2X,Non-Deceptive Non-TL Trap
55,8,31,0.147117,10240,1,2X,Non-Deceptive Non-TL Trap
55,9,32,0.152619,10240,1,2X,Non-Deceptive Non-TL Trap
55,10,33,0.180222,10240,1,2X,Non-Deceptive Non-TL Trap
56,1,36,0.144853,7680,1,2X,Non-Deceptive Non-TL Trap
56,2,28,0.100915,7680,1,2X,Non-Deceptive Non-TL Trap
56,3,70,0.223241,7680,0,2X,Non-Deceptive Non-TL Trap
56,4,27,0.095287,7680,1,2X,Non-Deceptive Non-TL Trap
56,5,76,0.236811,7680,0,2X,Non-Deceptive Non-TL Trap
56,6,33,0.113512,7680,1,2X,Non-Deceptive Non-TL Trap
56,7,38,0.133986,7680,1,2X,Non-Deceptive Non-TL Trap
56,8,33,0.115266,7680,1,2X,Non-Deceptive Non-TL Trap
56,9,31,0.109564,7680,1,2X,Non-Deceptive Non-TL Trap
56,10,23,0.084052,7680,1,2X,Non-Deceptive Non-TL Trap
57,1,33,0.157654,8960,1,2X,Non-Deceptive Non-TL Trap
57,2,27,0.114606,8960,1,2X,Non-Deceptive Non-TL Trap
57,3,44,0.185176,8960,1,2X,Non-Deceptive Non-TL Trap
57,4,28,0.117210,8960,1,2X,Non-Deceptive Non-TL Trap
57,5,28,0.118049,8960,1,2X,Non-Deceptive Non-TL Trap
57,6,29,0.120291,8960,1,2X,Non-Deceptive Non-TL Trap
57,7,28,0.116364,8960,1,2X,Non-Deceptive Non-TL Trap
57,8,33,0.135817,8960,1,2X,Non-Deceptive Non-TL Trap
57,9,28,0.114198,8960,1,2X,Non-Deceptive Non-TL Trap
57,10,30,0.123968,8960,1,2X,Non-Deceptive Non-TL Trap
58,1,24,0.103922,8320,1,2X,Non-Deceptive Non-TL Trap
58,2,22,0.085256,8320,1,2X,Non-Deceptive Non-TL Trap
58,3,28,0.108885,8320,1,2X,Non-Deceptive Non-TL Trap
58,4,27,0.106929,8320,1,2X,Non-Deceptive Non-TL Trap
58,5,27,0.105156,8320,1,2X,Non-Deceptive Non-TL Trap
58,6,31,0.123896,8320,1,2X,Non-Deceptive Non-TL Trap
58,7,38,0.145083,8320,1,2X,Non-Deceptive Non-TL Trap
58,8,79,0.267435,8320,0,2X,Non-Deceptive Non-TL Trap
58,9,28,0.105421,8320,1,2X,Non-Deceptive Non-TL Trap
58,10,30,0.115057,8320,1,2X,Non-Deceptive Non-TL Trap
59,1,33,0.144667,8000,1,2X,Non-Deceptive Non-TL Trap
59,2,30,0.111874,8000,1,2X,Non-Deceptive Non-TL Trap
59,3,33,0.128968,8000,1,2X,Non-Deceptive Non-TL Trap
59,4,35,0.132192,8000,1,2X,Non-Deceptive Non-TL Trap
59,5,28,0.106508,8000,1,2X,Non-Deceptive Non-TL Trap
59,6,29,0.108151,8000,1,2X,Non-Deceptive Non-TL Trap
59,7,25,0.093769,8000,1,2X,Non-Deceptive Non-TL Trap
59,8,27,0.100598,8000,1,2X,Non-Deceptive Non-TL Trap
59,9,35,0.129904,8000,1,2X,Non-Deceptive Non-TL Trap
59,10,33,0.120470,8000,1,2X,Non-Deceptive Non-TL Trap
60,1,34,0.130217,7840,1,2X,Non-Deceptive Non-TL Trap
60,2,30,0.110199,7840,1,2X,Non-Deceptive Non-TL Trap
60,3,87,0.283668,7840,0,2X,Non-Deceptive Non-TL Trap
60,4,27,0.096584,7840,1,2X,Non-Deceptive Non-TL Trap
60,5,75,0.237731,7840,0,2X,Non-Deceptive Non-TL Trap
60,6,28,0.103039,7840,1,2X,Non-Deceptive Non-TL Trap
60,7,36,0.128013,7840,1,2X,Non-Deceptive Non-TL Trap
60,8,30,0.109199,7840,1,2X,Non-Deceptive Non-TL Trap
60,9,81,0.253790,7840,0,2X,Non-Deceptive Non-TL Trap
60,10,31,0.108906,7840,1,2X,Non-Deceptive Non-TL Trap
61,1,28,0.124298,7920,1,2X,Non-Deceptive Non-TL Trap
61,2,25,0.092976,7920,1,2X,Non-Deceptive Non-TL Trap
61,3,28,0.106689,7920,1,2X,Non-Deceptive Non-TL Trap
61,4,67,0.221912,7920,0,2X,Non-Deceptive Non-TL Trap
61,5,32,0.115544,7920,1,2X,Non-Deceptive Non-TL Trap
61,6,27,0.098584,7920,1,2X,Non-Deceptive Non-TL Trap
61,7,25,0.093786,7920,1,2X,Non-Deceptive Non-TL Trap
61,8,29,0.108049,7920,1,2X,Non-Deceptive Non-TL Trap
61,9,70,0.225132,7920,0,2X,Non-Deceptive Non-TL Trap
61,10,31,0.110731,7920,1,2X,Non-Deceptive Non-TL Trap
62,1,30,0.134295,7960,1,2X,Non-Deceptive Non-TL Trap
62,2,32,0.117014,7960,1,2X,Non-Deceptive Non-TL Trap
62,3,26,0.100894,7960,1,2X,Non-Deceptive Non-TL Trap
62,4,25,0.098120,7960,1,2X,Non-Deceptive Non-TL Trap
62,5,28,0.106681,7960,1,2X,Non-Deceptive Non-TL Trap
62,6,34,0.127878,7960,1,2X,Non-Deceptive Non-TL Trap
62,7,29,0.105464,7960,1,2X,Non-Deceptive Non-TL Trap
62,8,28,0.102965,7960,1,2X,Non-Deceptive Non-TL Trap
62,9,28,0.106600,7960,1,2X,Non-Deceptive Non-TL Trap
62,10,33,0.120433,7960,1,2X,Non-Deceptive Non-TL Trap
63,1,29,0.127599,7940,1,2X,Non-Deceptive Non-TL Trap
63,2,64,0.209996,7940,0,2X,Non-Deceptive Non-TL Trap
63,3,28,0.108102,7940,1,2X,Non-Deceptive Non-TL Trap
63,4,74,0.240256,7940,0,2X,Non-Deceptive Non-TL Trap
63,5,100,0.314707,7940,0,2X,Non-Deceptive Non-TL Trap
63,6,34,0.120666,7940,1,2X,Non-Deceptive Non-TL Trap
63,7,38,0.137219,7940,1,2X,Non-Deceptive Non-TL Trap
63,8,28,0.102825,7940,1,2X,Non-Deceptive Non-TL Trap
63,9,39,0.138808,7940,1,2X,Non-Deceptive Non-TL Trap
63,10,35,0.127118,7940,1,2X,Non-Deceptive Non-TL Trap
64,1,33,0.131325,7950,1,2X,Non-Deceptive Non-TL Trap
64,2,75,0.249998,7950,0,2X,Non-Deceptive Non-TL Trap
64,3,35,0.127426,7950,1,2X,Non-Deceptive Non-TL Trap
64,4,66,0.211056,7950,0,2X,Non-Deceptive Non-TL Trap
64,5,26,0.107708,7950,1,2X,Non-Deceptive Non-TL Trap
64,6,27,0.102793,7950,1,2X,Non-Deceptive Non-TL Trap
64,7,33,0.120959,7950,1,2X,Non-Deceptive Non-TL Trap
64,8,31,0.147654,7950,1,2X,Non-Deceptive Non-TL Trap
64,9,28,0.101180,7950,1,2X,Non-Deceptive Non-TL Trap
64,10,39,0.140430,7950,1,2X,Non-Deceptive Non-TL Trap
65,1,31,0.134718,7956,1,2X,Non-Deceptive Non-TL Trap
65,2,33,0.125917,7956,1,2X,Non-Deceptive Non-TL Trap
65,3,32,0.120213,7956,1,2X,Non-Deceptive Non-TL Trap
65,4,29,0.106539,7956,1,2X,Non-Deceptive Non-TL Trap
65,5,74,0.237075,7956,0,2X,Non-Deceptive Non-TL Trap
65,6,32,0.114398,7956,1,2X,Non-Deceptive Non-TL Trap
65,7,38,0.137620,7956,1,2X,Non-Deceptive Non-TL Trap
65,8,27,0.099017,7956,1,2X,Non-Deceptive Non-TL Trap
65,9,34,0.126645,7956,1,2X,Non-Deceptive Non-TL Trap
65,10,29,0.106232,7956,1,2X,Non-Deceptive Non-TL Trap
66,1,37,0.000580,10,0,UX,Non-Deceptive Non-TL Trap
66,2,44,0.000614,10,0,UX,Non-Deceptive Non-TL Trap
66,3,51,0.000596,10,0,UX,Non-Deceptive Non-TL Trap
66,4,40,0.000510,10,0,UX,Non-Deceptive Non-TL Trap
66,5,54,0.000690,10,0,UX,Non-Deceptive Non-TL Trap
66,6,40,0.000597,10,0,UX,Non-Deceptive Non-TL Trap
66,7,39,0.000497,10,0,UX,Non-Deceptive Non-TL Trap
66,8,40,0.000580,10,0,UX,Non-Deceptive Non-TL Trap
66,9,55,0.000727,10,0,UX,Non-Deceptive Non-TL Trap
66,10,49,0.000650,10,0,UX,Non-Deceptive Non-TL Trap
67,1,49,0.001131,20,0,UX,Non-Deceptive Non-TL Trap
67,2,56,0.001394,20,0,UX,Non-Deceptive Non-TL Trap
67,3,68,0.001817,20,0,UX,Non-Deceptive Non-TL Trap
67,4,48,0.001283,20,0,UX,Non-Deceptive Non-TL Trap
67,5,53,0.001417,20,0,UX,Non-Deceptive Non-TL Trap
67,6,67,0.001894,20,0,UX,Non-Deceptive Non-TL Trap
67,7,56,0.001458,20,0,UX,Non-Deceptive Non-TL Trap
67,8,45,0.001147,20,0,UX,Non-Deceptive Non-TL Trap
67,9,52,0.001320,20,0,UX,Non-Deceptive Non-TL Trap
67,10,59,0.001259,20,0,UX,Non-Deceptive Non-TL Trap
68,1,72,0.004018,40,0,UX,Non-Deceptive Non-TL Trap
68,2,75,0.004347,40,0,UX,Non-Deceptive Non-TL Trap
68,3,68,0.004143,40,0,UX,Non-Deceptive Non-TL Trap
68,4,70,0.003715,40,0,UX,Non-Deceptive Non-TL Trap
68,5,69,0.002905,40,0,UX,Non-Deceptive Non-TL Trap
68,6,69,0.001321,40,0,UX,Non-Deceptive Non-TL Trap
68,7,67,0.001740,40,0,UX,Non-Deceptive Non-TL Trap
68,8,80,0.002291,40,0,UX,Non-Deceptive Non-TL Trap
68,9,55,0.001041,40,0,UX,Non-Deceptive Non-TL Trap
68,10,79,0.001467,40,0,UX,Non-Deceptive Non-TL Trap
69,1,30,0.048261,1280,1,UX,Non-Deceptive Non-TL Trap
69,2,29,0.026746,1280,1,UX,Non-Deceptive Non-TL Trap
69,3,32,0.024692,1280,1,UX,Non-Deceptive Non-TL Trap
69,4,30,0.023353,1280,1,UX,Non-Deceptive Non-TL Trap
69,5,28,0.022814,1280,1,UX,Non-Deceptive Non-TL Trap
69,6,32,0.026159,1280,1,UX,Non-Deceptive Non-TL Trap
69,7,31,0.024344,1280,1,UX,Non-Deceptive Non-TL Trap
69,8,30,0.023527,1280,1,UX,Non-Deceptive Non-TL Trap
69,9,32,0.026370,1280,1,UX,Non-Deceptive Non-TL Trap
69,10,30,0.025009,1280,1,UX,Non-Deceptive Non-TL Trap
70,1,39,0.037717,640,1,UX,Non-Deceptive Non-TL Trap
70,2,32,0.018629,640,1,UX,Non-Deceptive Non-TL Trap
70,3,35,0.014917,640,1,UX,Non-Deceptive Non-TL Trap
70,4,33,0.014385,640,1,UX,Non-Deceptive Non-TL Trap
70,5,30,0.012349,640,1,UX,Non-Deceptive Non-TL Trap
70,6,30,0.011957,640,1,UX,Non-Deceptive Non-TL Trap
70,7,28,0.011436,640,1,UX,Non-Deceptive Non-TL Trap
70,8,40,0.016608,640,1,UX,Non-Deceptive Non-TL Trap
70,9,31,0.012711,640,1,UX,Non-Deceptive Non-TL Trap
70,10,29,0.011935,640,1,UX,Non-Deceptive Non-TL Trap
71,1,34,0.018784,320,1,UX,Non-Deceptive Non-TL Trap
71,2,32,0.007129,320,1,UX,Non-Deceptive Non-TL Trap
71,3,35,0.007367,320,1,UX,Non-Deceptive Non-TL Trap
71,4,40,0.007593,320,1,UX,Non-Deceptive Non-TL Trap
71,5,37,0.007137,320,1,UX,Non-Deceptive Non-TL Trap
71,6,32,0.007116,320,1,UX,Non-Deceptive Non-TL Trap
71,7,29,0.007003,320,1,UX,Non-Deceptive Non-TL Trap
71,8,39,0.009648,320,1,UX,Non-Deceptive Non-TL Trap
71,9,36,0.008038,320,1,UX,Non-Deceptive Non-TL Trap
71,10,33,0.007132,320,1,UX,Non-Deceptive Non-TL Trap
72,1,62,0.006639,80,0,UX,Non-Deceptive Non-TL Trap
72,2,65,0.007696,80,0,UX,Non-Deceptive Non-TL Trap
72,3,36,0.003110,80,1,UX,Non-Deceptive Non-TL Trap
72,4,59,0.002302,80,0,UX,Non-Deceptive Non-TL Trap
72,5,38,0.001933,80,1,UX,Non-Deceptive Non-TL Trap
72,6,37,0.001720,80,1,UX,Non-Deceptive Non-TL Trap
72,7,58,0.002284,80,0,UX,Non-Deceptive Non-TL Trap
72,8,67,0.002786,80,0,UX,Non-Deceptive Non-TL Trap
72,9,68,0.002920,80,0,UX,Non-Deceptive Non-TL Trap
72,10,55,0.002733,80,1,UX,Non-Deceptive Non-TL Trap
73,1,59,0.014773,160,1,UX,Non-Deceptive Non-TL Trap
73,2,48,0.010022,160,1,UX,Non-Deceptive Non-TL Trap
73,3,36,0.006242,160,1,UX,Non-Deceptive Non-TL Trap
73,4,30,0.003046,160,1,UX,Non-Deceptive Non-TL Trap
73,5,36,0.003351,160,1,UX,Non-Deceptive Non-TL Trap
73,6,44,0.004190,160,1,UX,Non-Deceptive Non-TL Trap
73,7,36,0.003890,160,1,UX,Non-Deceptive Non-TL Trap
73,8,28,0.002899,160,1,UX,Non-Deceptive Non-TL Trap
73,9,82,0.006801,160,0,UX,Non-Deceptive Non-TL Trap
73,10,43,0.004489,160,1,UX,Non-Deceptive Non-TL Trap
74,1,36,0.011420,160,1,UX,Non-Deceptive Non-TL Trap
74,2,44,0.009246,160,1,UX,Non-Deceptive Non-TL Trap
74,3,38,0.003495,160,1,UX,Non-Deceptive Non-TL Trap
74,4,74,0.005544,160,0,UX,Non-Deceptive Non-TL Trap
74,5,33,0.003172,160,1,UX,Non-Deceptive Non-TL Trap
74,6,44,0.004178,160,1,UX,Non-Deceptive Non-TL Trap
74,7,40,0.003811,160,1,UX,Non-Deceptive Non-TL Trap
74,8,50,0.004499,160,1,UX,Non-Deceptive Non-TL Trap
74,9,41,0.003893,160,1,UX,Non-Deceptive Non-TL Trap
74,10,32,0.003138,160,1,UX,Non-Deceptive Non-TL Trap
75,1,37,0.008319,120,1,UX,Non-Deceptive Non-TL Trap
75,2,54,0.011329,120,1,UX,Non-Deceptive Non-TL Trap
75,3,46,0.003129,120,1,UX,Non-Deceptive Non-TL Trap
75,4,35,0.002951,120,1,UX,Non-Deceptive Non-TL Trap
75,5,37,0.004215,120,1,UX,Non-Deceptive Non-TL Trap
75,6,46,0.006588,120,1,UX,Non-Deceptive Non-TL Trap
75,7,49,0.005904,120,1,UX,Non-Deceptive Non-TL Trap
75,8,32,0.003937,120,1,UX,Non-Deceptive Non-TL Trap
75,9,48,0.005238,120,1,UX,Non-Deceptive Non-TL Trap
75,10,66,0.005551,120,0,UX,Non-Deceptive Non-TL Trap
76,1,27,0.004662,100,1,UX,Non-Deceptive Non-TL Trap
76,2,33,0.005999,100,1,UX,Non-Deceptive Non-TL Trap
76,3,67,0.009100,100,0,UX,Non-Deceptive Non-TL Trap
76,4,35,0.003717,100,1,UX,Non-Deceptive Non-TL Trap
76,5,33,0.004030,100,1,UX,Non-Deceptive Non-TL Trap
76,6,62,0.006821,100,0,UX,Non-Deceptive Non-TL Trap
76,7,53,0.005462,100,1,UX,Non-Deceptive Non-TL Trap
76,8,70,0.006309,100,0,UX,Non-Deceptive Non-TL Trap
76,9,66,0.004449,100,0,UX,Non-Deceptive Non-TL Trap
76,10,66,0.003570,100,0,UX,Non-Deceptive Non-TL Trap
77,1,42,0.007606,110,1,UX,Non-Deceptive Non-TL Trap
77,2,85,0.010542,110,0,UX,Non-Deceptive Non-TL Trap
77,3,96,0.004730,110,1,UX,Non-Deceptive Non-TL Trap
77,4,49,0.003123,110,1,UX,Non-Deceptive Non-TL Trap
77,5,36,0.002325,110,1,UX,Non-Deceptive Non-TL Trap
77,6,41,0.002944,110,1,UX,Non-Deceptive Non-TL Trap
77,7,79,0.004903,110,0,UX,Non-Deceptive Non-TL Trap
77,8,45,0.003297,110,1,UX,Non-Deceptive Non-TL Trap
77,9,32,0.002655,110,1,UX,Non-Deceptive Non-TL Trap
77,10,31,0.002367,110,1,UX,Non-Deceptive Non-TL Trap
78,1,78,0.012798,116,0,UX,Non-Deceptive Non-TL Trap
78,2,40,0.007006,116,1,UX,Non-Deceptive Non-TL Trap
78,3,29,0.004977,116,1,UX,Non-Deceptive Non-TL Trap
78,4,35,0.004539,116,1,UX,Non-Deceptive Non-TL Trap
78,5,61,0.003724,116,0,UX,Non-Deceptive Non-TL Trap
78,6,34,0.002893,116,1,UX,Non-Deceptive Non-TL Trap
78,7,60,0.003928,116,0,UX,Non-Deceptive Non-TL Trap
78,8,38,0.003154,116,1,UX,Non-Deceptive Non-TL Trap
78,9,40,0.003585,116,1,UX,Non-Deceptive Non-TL Trap
78,10,27,0.002316,116,1,UX,Non-Deceptive Non-TL Trap
79,1,32,0.006612,118,1,UX,Non-Deceptive Non-TL Trap
79,2,29,0.006271,118,1,UX,Non-Deceptive Non-TL Trap
79,3,43,0.006880,118,1,UX,Non-Deceptive Non-TL Trap
79,4,42,0.005102,118,1,UX,Non-Deceptive Non-TL Trap
79,5,97,0.010899,118,0,UX,Non-Deceptive Non-TL Trap
79,6,33,0.004239,118,1,UX,Non-Deceptive Non-TL Trap
79,7,95,0.008574,118,1,UX,Non-Deceptive Non-TL Trap
79,8,34,0.003664,118,1,UX,Non-Deceptive Non-TL Trap
79,9,30,0.003163,118,1,UX,Non-Deceptive Non-TL Trap
79,10,40,0.003754,118,1,UX,Non-Deceptive Non-TL Trap
80,1,66,0.006979,118,1,UX,Non-Deceptive Non-TL Trap
80,2,70,0.004340,118,0,UX,Non-Deceptive Non-TL Trap
80,3,91,0.005021,118,0,UX,Non-Deceptive Non-TL Trap
80,4,36,0.002459,118,1,UX,Non-Deceptive Non-TL Trap
80,5,75,0.004678,118,0,UX,Non-Deceptive Non-TL Trap
80,6,35,0.002563,118,1,UX,Non-Deceptive Non-TL Trap
80,7,45,0.003253,118,1,UX,Non-Deceptive Non-TL Trap
80,8,29,0.002134,118,1,UX,Non-Deceptive Non-TL Trap
80,9,38,0.002696,118,1,UX,Non-Deceptive Non-TL Trap
80,10,38,0.002751,118,1,UX,Non-Deceptive Non-TL Trap
81,1,67,0.013215,120,1,UX,Non-Deceptive Non-TL Trap
81,2,37,0.006899,120,1,UX,Non-Deceptive Non-TL Trap
81,3,51,0.008033,120,1,UX,Non-Deceptive Non-TL Trap
81,4,68,0.005221,120,0,UX,Non-Deceptive Non-TL Trap
81,5,74,0.007053,120,0,UX,Non-Deceptive Non-TL Trap
81,6,39,0.005044,120,1,UX,Non-Deceptive Non-TL Trap
81,7,25,0.003048,120,1,UX,Non-Deceptive Non-TL Trap
81,8,49,0.005214,120,1,UX,Non-Deceptive Non-TL Trap
81,9,32,0.003406,120,1,UX,Non-Deceptive Non-TL Trap
81,10,40,0.003821,120,1,UX,Non-Deceptive Non-TL Trap
82,1,37,0.007874,120,1,UX,Non-Deceptive Non-TL Trap
82,2,73,0.011316,120,1,UX,Non-Deceptive Non-TL Trap
82,3,37,0.004794,120,1,UX,Non-Deceptive Non-TL Trap
82,4,77,0.006012,120,1,UX,Non-Deceptive Non-TL Trap
82,5,39,0.004690,120,1,UX,Non-Deceptive Non-TL Trap
82,6,79,0.005565,120,1,UX,Non-Deceptive Non-TL Trap
82,7,30,0.002256,120,1,UX,Non-Deceptive Non-TL Trap
82,8,47,0.003733,120,1,UX,Non-Deceptive Non-TL Trap
82,9,45,0.003651,120,1,UX,Non-Deceptive Non-TL Trap
82,10,59,0.003884,120,0,UX,Non-Deceptive Non-TL Trap
83,1,34,0.000370,10,0,2X,Deceptive Non-TL Trap
83,2,41,0.000556,10,0,2X,Deceptive Non-TL Trap
83,3,34,0.000590,10,0,2X,Deceptive Non-TL Trap
83,4,41,0.000557,10,0,2X,Deceptive Non-TL Trap
83,5,37,0.000435,10,0,2X,Deceptive Non-TL Trap
83,6,32,0.000349,10,0,2X,Deceptive Non-TL Trap
83,7,38,0.000432,10,0,2X,Deceptive Non-TL Trap
83,8,41,0.000264,10,0,2X,Deceptive Non-TL Trap
83,9,41,0.000168,10,0,2X,Deceptive Non-TL Trap
83,10,36,0.000171,10,0,2X,Deceptive Non-TL Trap
84,1,48,0.001472,20,0,2X,Deceptive Non-TL Trap
84,2,44,0.001123,20,0,2X,Deceptive Non-TL Trap
84,3,47,0.001060,20,0,2X,Deceptive Non-TL Trap
84,4,50,0.001211,20,0,2X,Deceptive Non-TL Trap
84,5,58,0.001526,20,0,2X,Deceptive Non-TL Trap
84,6,34,0.000709,20,0,2X,Deceptive Non-TL Trap
